-148 481
-146 476
-150 477
-143 481
-142 475
-140 483
-146 479
-143 479
-151 487
-148 479
-150 480
-151 481
-145 483
-147 475
-141 476
-152 483
-147 483
-147 480
-156 484
-152 477
-146 476
-151 479
-148 484
-150 485
-148 481
-145 483
-150 483
-154 476
-146 479
-145 483
-148 481
-151 481
-145 483
-146 484
-146 484
-152 480
-148 481
-145 485
-145 485
-142 483
